0,5.054309649,81073.53553
0,4.312506546,85314.197
0,4.648663211,83294.21252
0,4.498807462,85088.51411
0,4.587247172,84590.76173
0,4.989360494,82694.39974
0,6.555859287,81129.50225
0,4.396478458,86667.83452
0,4.566111301,85561.95053
0,4.692021657,84471.45326
0,5.271330355,81824.74945
0,4.952925448,83438.20889
0,4.923255189,84300.78912
0,5.069546891,82933.15517
0,5.1953647,82236.38985
0,4.642335898,87321.4734
0,5.611429465,82240.514
0,5.212494672,82587.83031
0,4.691126953,86748.32587
0,4.75826627,85164.78396
0,5.131097439,83455.17225
0,4.997363381,83759.20937
0,4.803206814,85066.51781
0,5.211731778,83367.49674
0,4.95730611,84267.04542
0,5.53137825,82657.27391
0,4.662042593,87542.77842
0,5.390692248,83891.19039
0,5.057830635,84414.12224
0,4.812011742,86573.4934
0,5.371505719,84264.47343
0,4.882797964,86101.80788
0,4.914689456,85575.93329
0,4.989984697,84868.62188
0,5.015946191,84670.39013
0,5.977204877,82913.20969
0,4.908355335,87389.47332
0,5.601778673,83107.83454
0,4.955796102,86712.69289
0,5.528526272,84284.98931
0,5.529669385,84034.43071
0,5.482373377,84502.06934
0,5.039853865,84708.71125
0,4.976110729,86300.44008
0,5.168164441,84705.29859
0,4.934655092,87946.04703
0,5.913398649,83189.49738
0,5.822040847,83343.73053
0,4.980725735,86544.10889
0,5.78192777,83367.72351
0,5.541612755,84413.65073
0,5.671322265,83447.56305
0,5.616086418,83726.73935
0,5.092486293,84893.15902
0,5.049804182,86212.24715
0,5.000816982,86537.88766
0,5.499361652,84880.68149
0,5.072507353,86030.64621
0,6.00905221,83196.37234
0,4.941383234,89098.61339
0,5.077435029,86796.24633
0,5.674126417,83518.25013
0,5.191069075,85196.22053
0,5.64690625,83947.98263
0,5.533440765,84958.76734
0,5.181921737,86742.20315
0,5.100804002,87328.28369
0,5.876533253,83558.9558
0,5.655917591,84116.1149
0,5.845131735,83755.24237
0,5.191841155,86963.75776
0,5.240049626,85207.49983
0,5.199252806,86167.53286
0,5.625070418,85145.05216
0,5.236495798,85303.57566
0,5.195881221,87308.80317
0,5.804794403,84261.39988
0,5.696762393,84901.84755
0,5.374053578,85628.80709
0,5.634617331,85567.63884
0,5.200373251,86740.80067
0,5.277241064,86174.91535
0,5.307329376,85663.23897
0,5.306052546,86056.60743
0,5.989469642,84484.24416
0,5.315336933,86366.62325
0,5.321451563,85663.97647
0,5.851806481,85012.45192
0,5.349464497,87226.55503
