2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01,2.897726000000000113e+01
2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01,2.897599699999999956e+01
2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01,2.897473400000000154e+01
2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01,2.897347099999999998e+01
2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01,2.897220800000000196e+01
2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01,2.897094500000000039e+01
2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01,2.896968200000000238e+01
2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01,2.896841900000000081e+01
2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01,2.896715600000000279e+01
2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01,2.896589300000000122e+01
