dir,speed,prob
90,7.3,7.11E-06
90,6.9,7.11E-06
90,7.1,7.11E-06
90,7.5,7.11E-06
90,7.2,7.11E-06
100,6.9,7.11E-06
90,7.2,7.11E-06
90,6.5,7.11E-06
90,6.7,7.11E-06
100,6.8,7.11E-06
90,6.5,7.11E-06
90,6.3,7.11E-06
90,6.4,7.11E-06
90,6.4,7.11E-06
90,6.3,7.11E-06
90,6.4,7.11E-06
80,6.5,7.11E-06
80,6.7,7.11E-06
80,6.5,7.11E-06
90,6.4,7.11E-06
90,6.5,7.11E-06
90,6.5,7.11E-06
90,6.3,7.11E-06
90,6.1,7.11E-06
90,6,7.11E-06
90,6.1,7.11E-06
100,6.5,7.11E-06
100,6.2,7.11E-06
100,6.1,7.11E-06
100,6.3,7.11E-06
100,6.2,7.11E-06
100,6.8,7.11E-06
100,6.7,7.11E-06
100,6.6,7.11E-06
100,6.6,7.11E-06
100,7,7.11E-06
100,7.3,7.11E-06
100,7.7,7.11E-06
100,7.3,7.11E-06
100,6.8,7.11E-06
100,6.9,7.11E-06
100,7.6,7.11E-06
90,7.6,7.11E-06
100,7.3,7.11E-06
100,7.1,7.11E-06
100,7.2,7.11E-06
100,7.5,7.11E-06
90,7.5,7.11E-06
90,7.3,7.11E-06
90,6.9,7.11E-06
90,7,7.11E-06
90,7,7.11E-06
90,7.4,7.11E-06
90,6.6,7.11E-06
90,6.9,7.11E-06
90,6.7,7.11E-06
100,6.4,7.11E-06
90,6.4,7.11E-06
80,6.3,7.11E-06
80,6.4,7.11E-06
80,6.5,7.11E-06
80,6.8,7.11E-06
80,6.5,7.11E-06
70,6.5,7.11E-06
80,6.6,7.11E-06
80,6.5,7.11E-06
80,6.4,7.11E-06
80,6.6,7.11E-06
80,6.6,7.11E-06
70,6.9,7.11E-06
70,6.4,7.11E-06
70,6.5,7.11E-06
70,6.6,7.11E-06
70,7,7.11E-06
70,6.8,7.11E-06
70,6.9,7.11E-06
70,6.5,7.11E-06
70,6.8,7.11E-06
60,6.9,7.11E-06
60,7,7.11E-06
70,7,7.11E-06
60,7.3,7.11E-06
60,7.1,7.11E-06
60,7.2,7.11E-06
60,7.5,7.11E-06
50,8,7.11E-06
50,8.6,7.11E-06
50,8.5,7.11E-06
50,8.5,7.11E-06
50,8,7.11E-06
50,7.9,7.11E-06
40,7.8,7.11E-06
50,8.4,7.11E-06
50,7.9,7.11E-06
50,8,7.11E-06
50,7.9,7.11E-06
50,7.9,7.11E-06
50,8,7.11E-06
50,8.1,7.11E-06
50,7.9,7.11E-06
60,8,7.11E-06
60,7.3,7.11E-06
60,7.6,7.11E-06
60,7.9,7.11E-06
60,7.5,7.11E-06
60,7.9,7.11E-06
60,7.7,7.11E-06
60,7.5,7.11E-06
60,7.4,7.11E-06
60,7.6,7.11E-06
70,7.6,7.11E-06
60,7.5,7.11E-06
60,7.9,7.11E-06
60,7.7,7.11E-06
70,7.6,7.11E-06
70,7.6,7.11E-06
70,7.6,7.11E-06
70,7.6,7.11E-06
70,7.6,7.11E-06
70,7.6,7.11E-06
70,7.3,7.11E-06
70,7.4,7.11E-06
70,7.5,7.11E-06
70,7.8,7.11E-06
70,7.5,7.11E-06
80,7.7,7.11E-06
80,7.8,7.11E-06
80,7.7,7.11E-06
80,7.7,7.11E-06
80,7.8,7.11E-06
80,7.7,7.11E-06
80,7.4,7.11E-06
80,7.3,7.11E-06
80,7.1,7.11E-06
90,7.2,7.11E-06
90,6.8,7.11E-06
90,6.9,7.11E-06
90,7.1,7.11E-06
100,6.6,7.11E-06
100,6.6,7.11E-06
100,6.4,7.11E-06
100,6.2,7.11E-06
100,6.2,7.11E-06
100,6,7.11E-06
110,6.1,7.11E-06
110,6.3,7.11E-06
110,6.2,7.11E-06
110,5.8,7.11E-06
110,5.7,7.11E-06
110,5.3,7.11E-06
110,5.4,7.11E-06
110,5.5,7.11E-06
120,5.6,7.11E-06
120,5.7,7.11E-06
120,5.3,7.11E-06
120,5.4,7.11E-06
120,5,7.11E-06
120,4.8,7.11E-06
120,4.9,7.11E-06
110,4.6,7.11E-06
120,4.8,7.11E-06
120,4.5,7.11E-06
120,4.8,7.11E-06
120,4.8,7.11E-06
130,4.9,7.11E-06
120,4.6,7.11E-06
130,4.6,7.11E-06
130,4.4,7.11E-06
130,4.6,7.11E-06
130,4.3,7.11E-06
130,4.2,7.11E-06
130,4.3,7.11E-06
130,4.2,7.11E-06
130,4.1,7.11E-06
130,4,7.11E-06
130,4.3,7.11E-06
140,4.1,7.11E-06
140,4.2,7.11E-06
140,4.2,7.11E-06
130,4.3,7.11E-06
140,4.2,7.11E-06
140,4,7.11E-06
140,3.9,7.11E-06
130,3.4,7.11E-06
140,3.7,7.11E-06
140,3.6,7.11E-06
140,3.6,7.11E-06
140,3.6,7.11E-06
140,3,7.11E-06
150,2.8,7.11E-06
150,3.3,7.11E-06
150,3,7.11E-06
140,2.8,7.11E-06
150,3,7.11E-06
140,2.8,7.11E-06
140,2.8,7.11E-06
140,2.5,7.11E-06
150,2.3,7.11E-06
140,2.3,7.11E-06
120,2.3,7.11E-06
130,2.1,7.11E-06
130,1.8,7.11E-06
120,1.9,7.11E-06
100,1.7,7.11E-06
100,1.4,7.11E-06
130,1.4,7.11E-06
130,1.4,7.11E-06
130,1.6,7.11E-06
120,1.5,7.11E-06
110,1.2,7.11E-06
120,1.4,7.11E-06
100,1.2,7.11E-06
100,1.3,7.11E-06
110,1.3,7.11E-06
90,1.3,7.11E-06
110,1.1,7.11E-06
90,0.8,7.11E-06
80,1.2,7.11E-06
80,0.9,7.11E-06
70,0.8,7.11E-06
40,1.5,7.11E-06
40,2,7.11E-06
40,1.9,7.11E-06
50,2,7.11E-06
50,2.1,7.11E-06
40,2.6,7.11E-06
40,2.8,7.11E-06
40,2.8,7.11E-06
40,2.7,7.11E-06
40,2.7,7.11E-06
40,2.7,7.11E-06
40,3.2,7.11E-06
20,4,7.11E-06
30,4.4,7.11E-06
30,4.4,7.11E-06
30,4.8,7.11E-06
30,4.5,7.11E-06
40,4.4,7.11E-06
30,4.5,7.11E-06
30,4.6,7.11E-06
40,4.5,7.11E-06
40,4.3,7.11E-06
40,4.5,7.11E-06
40,4.5,7.11E-06
40,4.2,7.11E-06
40,4.1,7.11E-06
50,3.9,7.11E-06
40,3.6,7.11E-06
40,3.5,7.11E-06
50,3.1,7.11E-06
50,3,7.11E-06
50,2.9,7.11E-06
50,2.9,7.11E-06
50,2.6,7.11E-06
50,2.7,7.11E-06
50,2.7,7.11E-06
50,2.3,7.11E-06
60,2,7.11E-06
60,1.8,7.11E-06
70,1.6,7.11E-06
80,1.6,7.11E-06
70,1.2,7.11E-06
90,0.4,7.11E-06
50,0.5,7.11E-06
80,0.1,7.11E-06
120,0.3,7.11E-06
130,0.4,7.11E-06
170,0.5,7.11E-06
210,0.1,7.11E-06
130,0.5,7.11E-06
110,0.4,7.11E-06
70,0.1,7.11E-06
100,0.5,7.11E-06
100,0.7,7.11E-06
130,1,7.11E-06
110,1.1,7.11E-06
120,1.1,7.11E-06
140,1.4,7.11E-06
130,1.7,7.11E-06
140,1.8,7.11E-06
130,2,7.11E-06
130,2.2,7.11E-06
130,2.5,7.11E-06
130,2.5,7.11E-06
130,2.5,7.11E-06
140,2.8,7.11E-06
150,2.7,7.11E-06
150,2.9,7.11E-06
160,2.9,7.11E-06
160,2.9,7.11E-06
170,3.2,7.11E-06
170,3.4,7.11E-06
170,3.4,7.11E-06
170,3.8,7.11E-06
170,3.9,7.11E-06
170,3.9,7.11E-06
180,3.8,7.11E-06
180,3.8,7.11E-06
180,3.7,7.11E-06
190,3.9,7.11E-06
190,3.9,7.11E-06
200,4.2,7.11E-06
200,4.2,7.11E-06
200,4,7.11E-06
200,3.8,7.11E-06
190,3.9,7.11E-06
190,4,7.11E-06
190,4.1,7.11E-06
190,3.9,7.11E-06
190,3.7,7.11E-06
190,4,7.11E-06
190,3.9,7.11E-06
190,3.9,7.11E-06
190,3.8,7.11E-06
200,4,7.11E-06
200,4,7.11E-06
200,4.1,7.11E-06
200,4.3,7.11E-06
200,4.4,7.11E-06
200,4.5,7.11E-06
200,4.7,7.11E-06
200,4.7,7.11E-06
200,5.1,7.11E-06
200,5.1,7.11E-06
200,5.2,7.11E-06
200,5.4,7.11E-06
200,5.5,7.11E-06
210,5.5,7.11E-06
210,5.6,7.11E-06
220,5.4,7.11E-06
220,5.3,7.11E-06
220,5.5,7.11E-06
220,5.4,7.11E-06
210,5,7.11E-06
220,5.2,7.11E-06
220,5.1,7.11E-06
220,5.1,7.11E-06
220,5.3,7.11E-06
220,5,7.11E-06
220,5.1,7.11E-06
220,5,7.11E-06
220,4.9,7.11E-06
220,4.9,7.11E-06
230,4.9,7.11E-06
230,4.6,7.11E-06
240,4.9,7.11E-06
240,4.4,7.11E-06
240,4.3,7.11E-06
240,4.2,7.11E-06
240,4.6,7.11E-06
240,4.2,7.11E-06
240,4.2,7.11E-06
240,4.4,7.11E-06
250,4.2,7.11E-06
250,4.1,7.11E-06
250,4.3,7.11E-06
250,4,7.11E-06
260,3.8,7.11E-06
260,3.8,7.11E-06
260,3.5,7.11E-06
260,3.3,7.11E-06
260,3.2,7.11E-06
260,3.4,7.11E-06
290,3.4,7.11E-06
300,3.4,7.11E-06
320,3.6,7.11E-06
320,4.1,7.11E-06
330,4.1,7.11E-06
330,3.8,7.11E-06
320,3.6,7.11E-06
310,3.5,7.11E-06
320,3.8,7.11E-06
320,3.7,7.11E-06
320,3.3,7.11E-06
320,3.5,7.11E-06
330,3.5,7.11E-06
320,3.5,7.11E-06
320,3.8,7.11E-06
320,3.7,7.11E-06
310,3.6,7.11E-06
310,3.6,7.11E-06
310,3.4,7.11E-06
310,3.1,7.11E-06
310,3.2,7.11E-06
300,3.2,7.11E-06
300,2.8,7.11E-06
320,3.1,7.11E-06
320,3.1,7.11E-06
320,3,7.11E-06
320,2.9,7.11E-06
330,3,7.11E-06
330,2.8,7.11E-06
330,2.2,7.11E-06
330,2.2,7.11E-06
340,1.9,7.11E-06
340,1.8,7.11E-06
340,0.8,7.11E-06
310,1.2,7.11E-06
310,0.5,7.11E-06
320,1,7.11E-06
290,0.7,7.11E-06
300,0.8,7.11E-06
260,0.8,7.11E-06
280,0.9,7.11E-06
270,1,7.11E-06
270,0.9,7.11E-06
280,0.9,7.11E-06
280,1,7.11E-06
290,1.1,7.11E-06
300,0.6,7.11E-06
300,0.6,7.11E-06
310,0.9,7.11E-06
320,0.9,7.11E-06
330,1,7.11E-06
340,0.7,7.11E-06
320,0.2,7.11E-06
280,0.3,7.11E-06
210,0.2,7.11E-06
250,0.2,7.11E-06
190,0.3,7.11E-06
160,0.8,7.11E-06
170,1.2,7.11E-06
190,1.5,7.11E-06
190,1.5,7.11E-06
180,1.8,7.11E-06
180,2.3,7.11E-06
190,2.5,7.11E-06
190,2.6,7.11E-06
190,2.9,7.11E-06
190,2.9,7.11E-06
190,3,7.11E-06
190,3.4,7.11E-06
190,3.5,7.11E-06
200,3.7,7.11E-06
200,3.6,7.11E-06
190,3.7,7.11E-06
190,3.8,7.11E-06
190,3.7,7.11E-06
190,3.6,7.11E-06
200,3.6,7.11E-06
200,3.5,7.11E-06
210,3.8,7.11E-06
210,3.8,7.11E-06
210,3.9,7.11E-06
210,3.7,7.11E-06
210,3.9,7.11E-06
210,4.2,7.11E-06
210,4.2,7.11E-06
210,4.2,7.11E-06
210,4.2,7.11E-06
210,4.3,7.11E-06
210,4.3,7.11E-06
210,4.3,7.11E-06
220,4.4,7.11E-06
210,4.5,7.11E-06
210,4.4,7.11E-06
210,4.6,7.11E-06
210,4.4,7.11E-06
220,4.5,7.11E-06
210,4.4,7.11E-06
210,5.1,7.11E-06
210,5.3,7.11E-06
210,5.7,7.11E-06
210,5.5,7.11E-06
210,5.6,7.11E-06
210,5.4,7.11E-06
210,5.7,7.11E-06
210,5.8,7.11E-06
210,6,7.11E-06
210,5.9,7.11E-06
210,5.8,7.11E-06
220,5.6,7.11E-06
220,5.4,7.11E-06
220,4.9,7.11E-06
220,4.9,7.11E-06
220,5.5,7.11E-06
220,5.4,7.11E-06
220,5.5,7.11E-06
220,5.2,7.11E-06
220,5.3,7.11E-06
220,5.5,7.11E-06
220,4.9,7.11E-06
230,5.3,7.11E-06
220,5.1,7.11E-06
230,5,7.11E-06
220,4.6,7.11E-06
230,4.5,7.11E-06
220,4.5,7.11E-06
220,4.1,7.11E-06
230,4.1,7.11E-06
240,3.9,7.11E-06
240,4.3,7.11E-06
240,4.1,7.11E-06
240,4.1,7.11E-06
230,4.3,7.11E-06
240,4.2,7.11E-06
240,4.1,7.11E-06
240,4,7.11E-06
240,4,7.11E-06
250,3.9,7.11E-06
250,4,7.11E-06
250,4.3,7.11E-06
250,4.1,7.11E-06
250,4.2,7.11E-06
250,4.3,7.11E-06
250,4.2,7.11E-06
250,4.2,7.11E-06
250,4.4,7.11E-06
250,4.3,7.11E-06
250,3.8,7.11E-06
260,3.9,7.11E-06
250,3.5,7.11E-06
250,3.5,7.11E-06
250,3.4,7.11E-06
250,3.5,7.11E-06
250,3.1,7.11E-06
250,3.2,7.11E-06
250,3.3,7.11E-06
270,3,7.11E-06
300,3.6,7.11E-06
300,3.3,7.11E-06
290,3.1,7.11E-06
290,3,7.11E-06
290,3,7.11E-06
290,2.8,7.11E-06
290,2.8,7.11E-06
280,2.1,7.11E-06
290,2.2,7.11E-06
280,2.1,7.11E-06
280,1.9,7.11E-06
300,1.4,7.11E-06
290,1.9,7.11E-06
270,2,7.11E-06
290,1,7.11E-06
260,1.5,7.11E-06
260,0.8,7.11E-06
270,0.5,7.11E-06
260,1.5,7.11E-06
220,1,7.11E-06
260,1.1,7.11E-06
250,0.8,7.11E-06
320,0.7,7.11E-06
240,1.3,7.11E-06
250,1,7.11E-06
260,1,7.11E-06
250,1,7.11E-06
240,0.3,7.11E-06
260,0.9,7.11E-06
240,1.2,7.11E-06
220,1,7.11E-06
220,1.3,7.11E-06
210,1.1,7.11E-06
160,1.1,7.11E-06
170,2.1,7.11E-06
170,2.1,7.11E-06
180,2.1,7.11E-06
170,2.3,7.11E-06
170,1.9,7.11E-06
190,2.6,7.11E-06
200,2.2,7.11E-06
190,1.7,7.11E-06
170,1,7.11E-06
180,1.8,7.11E-06
160,1.7,7.11E-06
150,2.8,7.11E-06
160,2.7,7.11E-06
160,3,7.11E-06
160,2.8,7.11E-06
140,2.8,7.11E-06
140,3.2,7.11E-06
140,3.4,7.11E-06
140,3.9,7.11E-06
130,4.3,7.11E-06
140,4.3,7.11E-06
160,4.5,7.11E-06
140,4.9,7.11E-06
140,4.8,7.11E-06
150,4.4,7.11E-06
140,4.5,7.11E-06
140,4.8,7.11E-06
150,4.8,7.11E-06
140,4.8,7.11E-06
140,5,7.11E-06
150,5.1,7.11E-06
150,5.2,7.11E-06
150,5.2,7.11E-06
150,5.4,7.11E-06
160,5.7,7.11E-06
160,5.6,7.11E-06
160,5.7,7.11E-06
160,6.4,7.11E-06
160,6,7.11E-06
170,5.9,7.11E-06
170,5.8,7.11E-06
170,5.8,7.11E-06
180,5.9,7.11E-06
180,6.3,7.11E-06
180,5.9,7.11E-06
180,6.2,7.11E-06
180,6.1,7.11E-06
180,6.5,7.11E-06
190,6.4,7.11E-06
190,6.1,7.11E-06
190,5.8,7.11E-06
180,6.2,7.11E-06
190,6.3,7.11E-06
190,6.2,7.11E-06
190,6,7.11E-06
190,6.2,7.11E-06
190,6.4,7.11E-06
200,6.3,7.11E-06
190,6.5,7.11E-06
200,6.3,7.11E-06
190,6.3,7.11E-06
200,6.1,7.11E-06
190,6.2,7.11E-06
200,6.1,7.11E-06
200,6.1,7.11E-06
200,6.1,7.11E-06
210,6.1,7.11E-06
210,6,7.11E-06
200,6,7.11E-06
200,5.8,7.11E-06
210,5.7,7.11E-06
210,5.8,7.11E-06
200,5.5,7.11E-06
210,5.7,7.11E-06
220,5.8,7.11E-06
220,6,7.11E-06
220,5.4,7.11E-06
210,5.2,7.11E-06
220,4.8,7.11E-06
210,4.7,7.11E-06
210,4.2,7.11E-06
210,4.2,7.11E-06
200,3.9,7.11E-06
200,3.4,7.11E-06
200,3.5,7.11E-06
200,3.6,7.11E-06
200,3.4,7.11E-06
220,3.5,7.11E-06
210,3.4,7.11E-06
220,3.7,7.11E-06
210,3.6,7.11E-06
200,3.2,7.11E-06
200,3.8,7.11E-06
220,3.2,7.11E-06
210,3.6,7.11E-06
210,3.4,7.11E-06
210,3.3,7.11E-06
220,3.3,7.11E-06
210,3.6,7.11E-06
200,3.8,7.11E-06
210,3.7,7.11E-06
210,3.3,7.11E-06
210,3.5,7.11E-06
220,3.5,7.11E-06
220,3.5,7.11E-06
220,3.4,7.11E-06
220,2.9,7.11E-06
220,3,7.11E-06
230,1.8,7.11E-06
220,2.3,7.11E-06
200,2.8,7.11E-06
210,2.6,7.11E-06
200,2.6,7.11E-06
210,2.9,7.11E-06
200,3,7.11E-06
190,2.3,7.11E-06
180,2.6,7.11E-06
170,2.4,7.11E-06
190,2.7,7.11E-06
190,2.3,7.11E-06
190,2.2,7.11E-06
190,2.7,7.11E-06
190,2.3,7.11E-06
180,2.1,7.11E-06
190,2.8,7.11E-06
180,2.3,7.11E-06
190,2.7,7.11E-06
180,2.2,7.11E-06
180,2.5,7.11E-06
180,2.8,7.11E-06
190,2.5,7.11E-06
190,2.3,7.11E-06
190,2.1,7.11E-06
170,1.9,7.11E-06
190,2.2,7.11E-06
180,1.8,7.11E-06
180,2,7.11E-06
170,2.8,7.11E-06
170,3.1,7.11E-06
180,3,7.11E-06
160,3.7,7.11E-06
170,3.7,7.11E-06
160,3.5,7.11E-06
160,3.4,7.11E-06
160,3.4,7.11E-06
170,3.4,7.11E-06
180,3.3,7.11E-06
160,3.5,7.11E-06
170,3.4,7.11E-06
160,4,7.11E-06
170,3.9,7.11E-06
160,4.1,7.11E-06
170,4.4,7.11E-06
170,4.2,7.11E-06
160,4.3,7.11E-06
170,4.7,7.11E-06
170,4.5,7.11E-06
160,4.6,7.11E-06
170,5.1,7.11E-06
170,4.6,7.11E-06
170,4.9,7.11E-06
170,4.6,7.11E-06
160,5.2,7.11E-06
170,4.9,7.11E-06
170,4.4,7.11E-06
170,4.6,7.11E-06
170,5,7.11E-06
160,4.9,7.11E-06
160,5.1,7.11E-06
170,5.1,7.11E-06
170,5.2,7.11E-06
160,5.5,7.11E-06
170,5.1,7.11E-06
160,5.6,7.11E-06
160,5.1,7.11E-06
160,5.4,7.11E-06
160,5.4,7.11E-06
160,5.5,7.11E-06
160,5.7,7.11E-06
160,5.2,7.11E-06
170,5.3,7.11E-06
170,5,7.11E-06
160,4.6,7.11E-06
160,4.2,7.11E-06
160,4.3,7.11E-06
170,4.3,7.11E-06
160,4.5,7.11E-06
160,4.5,7.11E-06
160,4.1,7.11E-06
160,4.6,7.11E-06
170,4.9,7.11E-06
170,4.5,7.11E-06
160,5.3,7.11E-06
160,5.5,7.11E-06
160,6,7.11E-06
160,6.2,7.11E-06
160,6.5,7.11E-06
160,6.6,7.11E-06
150,6.8,7.11E-06
160,6.5,7.11E-06
150,6.5,7.11E-06
160,6,7.11E-06
160,6.4,7.11E-06
160,6.7,7.11E-06
160,6.5,7.11E-06
160,6.6,7.11E-06
160,6.4,7.11E-06
160,6.4,7.11E-06
160,6.2,7.11E-06
160,5.8,7.11E-06
160,5.8,7.11E-06
160,5.9,7.11E-06
160,5.7,7.11E-06
160,5.7,7.11E-06
160,5.9,7.11E-06
150,6.2,7.11E-06
160,6.6,7.11E-06
160,6.2,7.11E-06
170,6.4,7.11E-06
170,6.2,7.11E-06
180,5.9,7.11E-06
180,5.7,7.11E-06
180,4.7,7.11E-06
190,4.4,7.11E-06
190,3.9,7.11E-06
180,4.1,7.11E-06
180,3.3,7.11E-06
170,3.8,7.11E-06
170,3.6,7.11E-06
160,3,7.11E-06
160,3.3,7.11E-06
150,3,7.11E-06
150,2.9,7.11E-06
150,3.1,7.11E-06
150,3.7,7.11E-06
160,3.4,7.11E-06
160,3.3,7.11E-06
160,3.5,7.11E-06
160,3.3,7.11E-06
160,3.1,7.11E-06
170,2.8,7.11E-06
160,2.8,7.11E-06
170,2.7,7.11E-06
170,1.8,7.11E-06
150,2.3,7.11E-06
140,2.6,7.11E-06
130,2.7,7.11E-06
130,2.8,7.11E-06
150,2.5,7.11E-06
140,3.1,7.11E-06
140,2.7,7.11E-06
130,3,7.11E-06
130,3.1,7.11E-06
130,2.5,7.11E-06
120,3,7.11E-06
130,3.5,7.11E-06
130,3.1,7.11E-06
140,3.4,7.11E-06
140,3.7,7.11E-06
140,3.8,7.11E-06
140,4,7.11E-06
140,4,7.11E-06
130,3.6,7.11E-06
130,3.7,7.11E-06
130,4,7.11E-06
130,4.4,7.11E-06
120,4.8,7.11E-06
130,5,7.11E-06
130,4.6,7.11E-06
130,4.5,7.11E-06
120,5.1,7.11E-06
130,4.8,7.11E-06
130,4.8,7.11E-06
120,5.1,7.11E-06
120,5.1,7.11E-06
120,5.2,7.11E-06
120,5.4,7.11E-06
120,5.2,7.11E-06
130,4.8,7.11E-06
130,4.6,7.11E-06
130,4.8,7.11E-06
130,4.1,7.11E-06
140,4.3,7.11E-06
130,4.7,7.11E-06
140,4.8,7.11E-06
140,4.9,7.11E-06
140,5.1,7.11E-06
140,4.8,7.11E-06
140,5.4,7.11E-06
140,5.6,7.11E-06
140,5.7,7.11E-06
140,6.1,7.11E-06
140,6.2,7.11E-06
140,6.1,7.11E-06
140,6.2,7.11E-06
140,6.6,7.11E-06
140,6.7,7.11E-06
140,6.3,7.11E-06
140,6.7,7.11E-06
140,6.4,7.11E-06
140,6.2,7.11E-06
140,6.2,7.11E-06
130,5.9,7.11E-06
130,6.5,7.11E-06
130,6.3,7.11E-06
130,6.3,7.11E-06
140,5.7,7.11E-06
140,5.3,7.11E-06
140,5.3,7.11E-06
140,5.4,7.11E-06
130,5.6,7.11E-06
130,5.6,7.11E-06
130,5.7,7.11E-06
130,6,7.11E-06
140,5.8,7.11E-06
130,5.4,7.11E-06
130,5.5,7.11E-06
140,5.4,7.11E-06
140,4.9,7.11E-06
140,5.2,7.11E-06
140,4.9,7.11E-06
140,5.3,7.11E-06
140,5.3,7.11E-06
140,5,7.11E-06
140,5.5,7.11E-06
140,5.6,7.11E-06
140,5.7,7.11E-06
140,5.7,7.11E-06
130,5.7,7.11E-06
130,5.6,7.11E-06
130,5.9,7.11E-06
130,5.9,7.11E-06
130,5.8,7.11E-06
130,5.8,7.11E-06
130,5.8,7.11E-06
130,6,7.11E-06
130,6.3,7.11E-06
130,6.4,7.11E-06
130,6.2,7.11E-06
130,5.9,7.11E-06
130,5.7,7.11E-06
130,6,7.11E-06
140,6.3,7.11E-06
140,6.1,7.11E-06
140,5.9,7.11E-06
140,6,7.11E-06
130,6.6,7.11E-06
140,6.4,7.11E-06
140,6.2,7.11E-06
140,6.2,7.11E-06
140,5.7,7.11E-06
140,5.4,7.11E-06
140,5.2,7.11E-06
150,5.6,7.11E-06
140,6.1,7.11E-06
140,5.9,7.11E-06
140,5.6,7.11E-06
130,6,7.11E-06
130,6,7.11E-06
130,5.9,7.11E-06
130,5.6,7.11E-06
140,5.1,7.11E-06
130,5.1,7.11E-06
140,5.3,7.11E-06
140,4.9,7.11E-06
130,5,7.11E-06
140,4.3,7.11E-06
140,5.7,7.11E-06
140,5.5,7.11E-06
140,5.5,7.11E-06
140,5.8,7.11E-06
140,5.1,7.11E-06
140,4.7,7.11E-06
140,5.4,7.11E-06
140,6.2,7.11E-06
140,6.4,7.11E-06
140,6,7.11E-06
150,5.4,7.11E-06
140,4.4,7.11E-06
150,4.3,7.11E-06
150,4.1,7.11E-06
140,4.3,7.11E-06
140,4.9,7.11E-06
140,4.9,7.11E-06
130,4.8,7.11E-06
140,5.2,7.11E-06
130,5.2,7.11E-06
130,5.2,7.11E-06
130,5,7.11E-06
130,5.1,7.11E-06
140,5,7.11E-06
130,5.2,7.11E-06
130,5.5,7.11E-06
130,5.6,7.11E-06
120,5.1,7.11E-06
130,4.8,7.11E-06
130,4.6,7.11E-06
130,5.2,7.11E-06
130,5.6,7.11E-06
130,5.1,7.11E-06
120,5.1,7.11E-06
120,4.8,7.11E-06
120,4.5,7.11E-06
120,3.9,7.11E-06
120,3.9,7.11E-06
120,4.6,7.11E-06
130,4.9,7.11E-06
140,5.3,7.11E-06
150,5.5,7.11E-06
150,5.2,7.11E-06
150,5.6,7.11E-06
150,5.4,7.11E-06
150,5.3,7.11E-06
150,5.3,7.11E-06
150,5.3,7.11E-06
150,4.2,7.11E-06
140,4.6,7.11E-06
140,4.9,7.11E-06
140,6.7,7.11E-06
130,7.2,7.11E-06
130,6.9,7.11E-06
130,5.8,7.11E-06
140,5.2,7.11E-06
140,5.3,7.11E-06
140,5.2,7.11E-06
120,5.3,7.11E-06
120,5.9,7.11E-06
120,7,7.11E-06
110,6.7,7.11E-06
110,6.1,7.11E-06
110,6,7.11E-06
110,5.8,7.11E-06
110,5.1,7.11E-06
110,4.7,7.11E-06
120,5.1,7.11E-06
120,6.1,7.11E-06
120,6.4,7.11E-06
120,6.3,7.11E-06
130,5.7,7.11E-06
130,5.9,7.11E-06
120,6.5,7.11E-06
120,5.7,7.11E-06
130,4.9,7.11E-06
130,5,7.11E-06
120,5.3,7.11E-06
110,5.9,7.11E-06
110,5.2,7.11E-06
110,5.4,7.11E-06
100,5.4,7.11E-06
110,5.6,7.11E-06
110,6.1,7.11E-06
110,6.4,7.11E-06
100,6.5,7.11E-06
110,6.1,7.11E-06
110,5.7,7.11E-06
110,6,7.11E-06
120,6.2,7.11E-06
110,6,7.11E-06
110,5.8,7.11E-06
110,5.7,7.11E-06
110,6,7.11E-06
110,5.6,7.11E-06
110,5.7,7.11E-06
120,5.6,7.11E-06
120,5.5,7.11E-06
120,6,7.11E-06
120,5.7,7.11E-06
110,6.6,7.11E-06
130,6.1,7.11E-06
130,6,7.11E-06
130,6.2,7.11E-06
120,6.7,7.11E-06
120,7.1,7.11E-06
130,6.6,7.11E-06
120,6.3,7.11E-06
130,6.5,7.11E-06
130,6.3,7.11E-06
130,6.3,7.11E-06
130,6.7,7.11E-06
130,6.6,7.11E-06
130,7.1,7.11E-06
130,6.8,7.11E-06
130,7,7.11E-06
130,6.9,7.11E-06
140,6.6,7.11E-06
140,6.5,7.11E-06
140,6.4,7.11E-06
130,5.5,7.11E-06
140,5.7,7.11E-06
130,6,7.11E-06
140,5.9,7.11E-06
140,6,7.11E-06
140,6.4,7.11E-06
140,6.4,7.11E-06
140,6.4,7.11E-06
130,6.6,7.11E-06
130,6.4,7.11E-06
140,6.5,7.11E-06
130,6.5,7.11E-06
140,6.4,7.11E-06
140,6.6,7.11E-06
140,6.8,7.11E-06
140,7.2,7.11E-06
140,6.9,7.11E-06
140,7.1,7.11E-06
150,7,7.11E-06
150,7.3,7.11E-06
150,7.1,7.11E-06
150,7.1,7.11E-06
150,7,7.11E-06
150,6.8,7.11E-06
150,6.7,7.11E-06
140,7,7.11E-06
140,7.1,7.11E-06
140,7.2,7.11E-06
140,6.8,7.11E-06
150,7,7.11E-06
140,6.9,7.11E-06
140,7.1,7.11E-06
140,6.9,7.11E-06
140,7,7.11E-06
140,6.9,7.11E-06
140,7.1,7.11E-06
140,6.8,7.11E-06
150,6.5,7.11E-06
150,6.3,7.11E-06
150,5.9,7.11E-06
150,5.9,7.11E-06
150,5.7,7.11E-06
140,5.1,7.11E-06
170,4.6,7.11E-06
220,5.2,7.11E-06
230,4.4,7.11E-06
210,3.9,7.11E-06
220,3.8,7.11E-06
200,3.4,7.11E-06
200,2.8,7.11E-06
210,2.3,7.11E-06
210,1.9,7.11E-06
200,2.1,7.11E-06
