dir,speed,prob
300,3.8,7.11E-06
290,3.4,7.11E-06
290,3.4,7.11E-06
290,3.4,7.11E-06
300,3.2,7.11E-06
300,3.1,7.11E-06
310,3,7.11E-06
310,2.3,7.11E-06
300,2.1,7.11E-06
300,2.1,7.11E-06
310,1.5,7.11E-06
290,1.5,7.11E-06
300,1,7.11E-06
290,0.6,7.11E-06
260,0.6,7.11E-06
250,0.8,7.11E-06
290,0.7,7.11E-06
250,0.7,7.11E-06
220,0.9,7.11E-06
220,1.1,7.11E-06
190,1.1,7.11E-06
200,1.6,7.11E-06
200,1.7,7.11E-06
180,2.4,7.11E-06
200,2.6,7.11E-06
190,2.4,7.11E-06
200,2.6,7.11E-06
190,3,7.11E-06
200,3.3,7.11E-06
200,3.7,7.11E-06
200,3.8,7.11E-06
210,3.6,7.11E-06
210,3.8,7.11E-06
220,4,7.11E-06
210,4.1,7.11E-06
210,4.1,7.11E-06
200,4.5,7.11E-06
210,4.9,7.11E-06
210,4.9,7.11E-06
220,4.8,7.11E-06
210,4.5,7.11E-06
210,5,7.11E-06
210,4.9,7.11E-06
220,4.4,7.11E-06
210,4.6,7.11E-06
210,4.4,7.11E-06
210,4.6,7.11E-06
200,4.9,7.11E-06
200,5,7.11E-06
210,5.1,7.11E-06
210,5.4,7.11E-06
210,5.2,7.11E-06
210,5.4,7.11E-06
210,5.4,7.11E-06
210,5.5,7.11E-06
210,5.9,7.11E-06
210,6.2,7.11E-06
210,6.6,7.11E-06
210,6.7,7.11E-06
210,6.7,7.11E-06
210,6.6,7.11E-06
220,6.5,7.11E-06
220,6.2,7.11E-06
220,6,7.11E-06
210,5.8,7.11E-06
210,5.7,7.11E-06
210,5.9,7.11E-06
220,6.1,7.11E-06
210,6.3,7.11E-06
220,5.9,7.11E-06
220,6.5,7.11E-06
220,6.4,7.11E-06
220,6.3,7.11E-06
220,6.3,7.11E-06
220,6.2,7.11E-06
220,6.3,7.11E-06
220,6.2,7.11E-06
220,5.8,7.11E-06
230,6,7.11E-06
230,6,7.11E-06
230,5.9,7.11E-06
230,6.2,7.11E-06
230,6,7.11E-06
220,6.2,7.11E-06
230,6.5,7.11E-06
220,6.6,7.11E-06
230,6.8,7.11E-06
220,6.5,7.11E-06
220,6.6,7.11E-06
220,6.6,7.11E-06
220,6.9,7.11E-06
220,6.9,7.11E-06
220,7,7.11E-06
220,7.3,7.11E-06
230,7.1,7.11E-06
230,7,7.11E-06
230,7.2,7.11E-06
230,7.2,7.11E-06
230,7.2,7.11E-06
230,7.6,7.11E-06
230,7.4,7.11E-06
220,7.4,7.11E-06
230,7.3,7.11E-06
230,7.6,7.11E-06
230,7,7.11E-06
230,6.8,7.11E-06
230,7,7.11E-06
230,7.1,7.11E-06
230,6.9,7.11E-06
230,6.9,7.11E-06
230,7.1,7.11E-06
230,6.8,7.11E-06
240,6.6,7.11E-06
240,7,7.11E-06
240,7.1,7.11E-06
240,6.9,7.11E-06
230,7.2,7.11E-06
230,7.2,7.11E-06
230,7.1,7.11E-06
230,7.1,7.11E-06
230,7,7.11E-06
230,6.9,7.11E-06
240,7.1,7.11E-06
240,7.5,7.11E-06
230,7.7,7.11E-06
230,8,7.11E-06
230,7.7,7.11E-06
240,8.2,7.11E-06
240,8,7.11E-06
240,8,7.11E-06
240,7.7,7.11E-06
230,7.7,7.11E-06
230,7.6,7.11E-06
230,7.7,7.11E-06
230,7.4,7.11E-06
230,7.6,7.11E-06
240,7.4,7.11E-06
240,7.3,7.11E-06
230,7.3,7.11E-06
230,7.5,7.11E-06
230,7.2,7.11E-06
230,7.2,7.11E-06
240,7.2,7.11E-06
240,7.1,7.11E-06
250,7.3,7.11E-06
240,7.1,7.11E-06
240,7.3,7.11E-06
240,7.1,7.11E-06
250,6.6,7.11E-06
240,6.5,7.11E-06
240,6.4,7.11E-06
230,6.6,7.11E-06
230,6.3,7.11E-06
230,6.2,7.11E-06
230,6.3,7.11E-06
230,6.3,7.11E-06
230,6.2,7.11E-06
230,6.2,7.11E-06
220,6.4,7.11E-06
220,6.4,7.11E-06
220,6.7,7.11E-06
220,6.6,7.11E-06
220,6.1,7.11E-06
220,6.1,7.11E-06
220,6.2,7.11E-06
210,6,7.11E-06
210,5.8,7.11E-06
210,5.8,7.11E-06
210,5.7,7.11E-06
200,5.2,7.11E-06
210,5.2,7.11E-06
200,5.2,7.11E-06
200,5.2,7.11E-06
200,5.6,7.11E-06
200,5.5,7.11E-06
200,5.5,7.11E-06
200,5.7,7.11E-06
200,5.6,7.11E-06
200,5.6,7.11E-06
190,5.6,7.11E-06
200,6.1,7.11E-06
200,6.3,7.11E-06
200,6.4,7.11E-06
200,6.4,7.11E-06
200,6.4,7.11E-06
200,6.5,7.11E-06
200,7,7.11E-06
200,7.1,7.11E-06
210,6.9,7.11E-06
200,7.1,7.11E-06
210,6.9,7.11E-06
210,7.1,7.11E-06
200,7.2,7.11E-06
200,7.5,7.11E-06
200,7.4,7.11E-06
200,7.4,7.11E-06
200,7.7,7.11E-06
200,7.5,7.11E-06
200,7.6,7.11E-06
200,7.7,7.11E-06
200,7.6,7.11E-06
200,7.7,7.11E-06
200,7.7,7.11E-06
200,7.5,7.11E-06
200,7.5,7.11E-06
200,7.4,7.11E-06
200,7.1,7.11E-06
200,7.6,7.11E-06
200,7.4,7.11E-06
200,7,7.11E-06
190,7.4,7.11E-06
200,7.3,7.11E-06
190,7.3,7.11E-06
190,7.1,7.11E-06
190,7,7.11E-06
190,7,7.11E-06
190,7.3,7.11E-06
190,6.9,7.11E-06
190,7.5,7.11E-06
190,7.5,7.11E-06
190,7.6,7.11E-06
190,7.6,7.11E-06
190,7.5,7.11E-06
200,7.8,7.11E-06
200,7.5,7.11E-06
200,7.7,7.11E-06
190,7.3,7.11E-06
190,7.7,7.11E-06
200,7.4,7.11E-06
200,7.8,7.11E-06
200,7.9,7.11E-06
200,7.8,7.11E-06
200,7.6,7.11E-06
200,7.7,7.11E-06
210,7.4,7.11E-06
210,7.6,7.11E-06
210,7.4,7.11E-06
210,7.5,7.11E-06
210,7.9,7.11E-06
210,8.5,7.11E-06
210,7.8,7.11E-06
220,7.9,7.11E-06
220,8.1,7.11E-06
220,8.1,7.11E-06
220,8.1,7.11E-06
220,7.5,7.11E-06
210,8,7.11E-06
210,7.7,7.11E-06
210,7.7,7.11E-06
210,7.8,7.11E-06
210,8.1,7.11E-06
210,8.6,7.11E-06
220,8.3,7.11E-06
220,8.2,7.11E-06
220,8,7.11E-06
220,8.6,7.11E-06
220,8.4,7.11E-06
220,8.1,7.11E-06
220,8.5,7.11E-06
220,8.6,7.11E-06
220,8.5,7.11E-06
220,8.1,7.11E-06
220,8,7.11E-06
220,7.7,7.11E-06
220,7.8,7.11E-06
220,6.9,7.11E-06
220,6.9,7.11E-06
220,6.9,7.11E-06
220,6.4,7.11E-06
220,5.7,7.11E-06
220,5.7,7.11E-06
220,5.6,7.11E-06
220,5.1,7.11E-06
220,5.5,7.11E-06
220,5.5,7.11E-06
220,5.9,7.11E-06
220,5.8,7.11E-06
220,5.5,7.11E-06
230,6.1,7.11E-06
230,5.6,7.11E-06
230,5.5,7.11E-06
230,5.7,7.11E-06
230,5.8,7.11E-06
230,5.6,7.11E-06
230,5.3,7.11E-06
230,5.2,7.11E-06
220,4.8,7.11E-06
220,4.7,7.11E-06
210,4.7,7.11E-06
220,4.6,7.11E-06
220,4.5,7.11E-06
220,4.2,7.11E-06
220,4.4,7.11E-06
220,4.4,7.11E-06
210,4.7,7.11E-06
210,3.9,7.11E-06
220,4.7,7.11E-06
220,5.1,7.11E-06
210,5.7,7.11E-06
210,5.8,7.11E-06
210,5.2,7.11E-06
210,5.2,7.11E-06
210,5.5,7.11E-06
210,5.8,7.11E-06
210,5.7,7.11E-06
210,5.5,7.11E-06
210,5.8,7.11E-06
210,5.5,7.11E-06
210,5.5,7.11E-06
210,5.4,7.11E-06
200,5.6,7.11E-06
210,5.6,7.11E-06
200,5.6,7.11E-06
200,5.4,7.11E-06
200,5.6,7.11E-06
200,5.9,7.11E-06
200,5.9,7.11E-06
200,5.5,7.11E-06
190,5.4,7.11E-06
190,5.9,7.11E-06
190,5.7,7.11E-06
190,5.7,7.11E-06
190,6,7.11E-06
190,5.9,7.11E-06
190,6,7.11E-06
190,6.1,7.11E-06
190,6.2,7.11E-06
180,6,7.11E-06
180,6.2,7.11E-06
180,6.7,7.11E-06
180,6.4,7.11E-06
190,6,7.11E-06
190,6.5,7.11E-06
180,6.4,7.11E-06
190,6.1,7.11E-06
190,6.2,7.11E-06
180,6,7.11E-06
180,5.8,7.11E-06
190,5.7,7.11E-06
190,6,7.11E-06
190,5.9,7.11E-06
190,6,7.11E-06
190,5.9,7.11E-06
180,6.1,7.11E-06
180,6.3,7.11E-06
180,6.4,7.11E-06
180,6.1,7.11E-06
180,6,7.11E-06
180,6.8,7.11E-06
180,6.6,7.11E-06
180,7.1,7.11E-06
180,7.1,7.11E-06
180,6.8,7.11E-06
180,6.7,7.11E-06
180,6.8,7.11E-06
180,6.9,7.11E-06
180,7.1,7.11E-06
180,7.6,7.11E-06
180,7,7.11E-06
180,7.3,7.11E-06
180,7.4,7.11E-06
170,7.1,7.11E-06
180,7.2,7.11E-06
180,6.5,7.11E-06
180,7.4,7.11E-06
180,7.8,7.11E-06
180,7.8,7.11E-06
180,8.1,7.11E-06
180,8.3,7.11E-06
190,7.8,7.11E-06
190,7.4,7.11E-06
180,7.5,7.11E-06
180,7.4,7.11E-06
180,7.2,7.11E-06
180,6.9,7.11E-06
190,6.5,7.11E-06
190,6.4,7.11E-06
180,6.8,7.11E-06
180,6.8,7.11E-06
180,6.6,7.11E-06
180,6.8,7.11E-06
180,7,7.11E-06
180,6.7,7.11E-06
180,6.8,7.11E-06
180,6.4,7.11E-06
180,6.7,7.11E-06
180,6.4,7.11E-06
180,6.3,7.11E-06
190,6.7,7.11E-06
190,7,7.11E-06
190,7.1,7.11E-06
190,6.7,7.11E-06
190,7,7.11E-06
190,6.8,7.11E-06
190,6.9,7.11E-06
190,7,7.11E-06
180,7.3,7.11E-06
190,7,7.11E-06
190,6.7,7.11E-06
200,9.9,7.11E-06
180,9.9,7.11E-06
180,7.2,7.11E-06
190,5.7,7.11E-06
180,5.3,7.11E-06
180,6.2,7.11E-06
180,7.5,7.11E-06
180,7.2,7.11E-06
180,7.5,7.11E-06
180,7.6,7.11E-06
190,8.1,7.11E-06
190,7.8,7.11E-06
190,7.6,7.11E-06
190,7.9,7.11E-06
190,8,7.11E-06
190,7.9,7.11E-06
200,7.9,7.11E-06
190,8.1,7.11E-06
190,7.6,7.11E-06
190,7.7,7.11E-06
200,7.6,7.11E-06
200,6.6,7.11E-06
200,7,7.11E-06
200,7.4,7.11E-06
210,6.5,7.11E-06
210,6.3,7.11E-06
210,6.1,7.11E-06
210,6.2,7.11E-06
210,5.8,7.11E-06
210,5.9,7.11E-06
200,5.6,7.11E-06
200,5.5,7.11E-06
200,5.5,7.11E-06
190,5.4,7.11E-06
200,5.1,7.11E-06
190,5.3,7.11E-06
190,5.2,7.11E-06
190,5.3,7.11E-06
180,4.7,7.11E-06
190,4.6,7.11E-06
200,4.8,7.11E-06
200,4.4,7.11E-06
200,4.1,7.11E-06
180,5.3,7.11E-06
180,5.7,7.11E-06
180,4.4,7.11E-06
180,4.5,7.11E-06
180,4.2,7.11E-06
180,4.1,7.11E-06
180,4.3,7.11E-06
180,4.7,7.11E-06
180,6.2,7.11E-06
180,6.5,7.11E-06
170,6.5,7.11E-06
170,6.9,7.11E-06
170,6.1,7.11E-06
170,6.5,7.11E-06
170,6.3,7.11E-06
170,6.3,7.11E-06
180,6.4,7.11E-06
180,6.8,7.11E-06
180,7.9,7.11E-06
180,7.7,7.11E-06
190,7.1,7.11E-06
190,7.8,7.11E-06
190,8,7.11E-06
190,8.2,7.11E-06
200,8.1,7.11E-06
190,7.9,7.11E-06
190,6.9,7.11E-06
200,7.4,7.11E-06
190,7.9,7.11E-06
190,8.2,7.11E-06
190,8.8,7.11E-06
190,8.8,7.11E-06
190,7.9,7.11E-06
190,8.1,7.11E-06
190,8.3,7.11E-06
190,7.7,7.11E-06
190,8.4,7.11E-06
200,8,7.11E-06
190,8.1,7.11E-06
190,8.4,7.11E-06
190,8.2,7.11E-06
190,8.2,7.11E-06
190,8.2,7.11E-06
190,7.7,7.11E-06
200,7.3,7.11E-06
190,7.6,7.11E-06
200,7.3,7.11E-06
200,7.1,7.11E-06
200,7.3,7.11E-06
200,7.2,7.11E-06
200,7.3,7.11E-06
200,7.1,7.11E-06
200,7.4,7.11E-06
190,7.4,7.11E-06
200,6.7,7.11E-06
200,6.6,7.11E-06
200,5.8,7.11E-06
200,5.5,7.11E-06
200,5.1,7.11E-06
210,5.2,7.11E-06
200,6.3,7.11E-06
200,5.8,7.11E-06
190,6.1,7.11E-06
190,6.3,7.11E-06
200,7,7.11E-06
190,7.5,7.11E-06
190,7.3,7.11E-06
200,7.3,7.11E-06
200,7.3,7.11E-06
200,7.7,7.11E-06
200,6.7,7.11E-06
200,6.1,7.11E-06
200,6.5,7.11E-06
200,6,7.11E-06
200,5.9,7.11E-06
200,5.9,7.11E-06
200,6.1,7.11E-06
200,6.2,7.11E-06
200,6.1,7.11E-06
200,6.1,7.11E-06
200,6,7.11E-06
190,6.1,7.11E-06
190,6.3,7.11E-06
190,6.4,7.11E-06
190,6.5,7.11E-06
190,6.5,7.11E-06
180,6.4,7.11E-06
190,5.9,7.11E-06
190,6,7.11E-06
180,6.9,7.11E-06
180,6.9,7.11E-06
180,6.6,7.11E-06
180,6.5,7.11E-06
180,7,7.11E-06
180,6.5,7.11E-06
180,6.7,7.11E-06
180,6.7,7.11E-06
180,6.7,7.11E-06
180,6.8,7.11E-06
180,6.9,7.11E-06
180,7,7.11E-06
180,7,7.11E-06
190,7.6,7.11E-06
190,7.5,7.11E-06
190,7.6,7.11E-06
190,7.4,7.11E-06
190,7.8,7.11E-06
190,7.3,7.11E-06
190,8,7.11E-06
190,8,7.11E-06
190,7.9,7.11E-06
190,7.9,7.11E-06
190,7.7,7.11E-06
190,8.2,7.11E-06
190,7.6,7.11E-06
190,7.8,7.11E-06
200,7.1,7.11E-06
190,7.1,7.11E-06
190,7.1,7.11E-06
190,7.1,7.11E-06
190,6.8,7.11E-06
190,6.8,7.11E-06
200,7.1,7.11E-06
190,6.9,7.11E-06
200,6.3,7.11E-06
200,6.9,7.11E-06
200,6,7.11E-06
200,6,7.11E-06
190,6.1,7.11E-06
190,6.2,7.11E-06
200,6,7.11E-06
190,5.7,7.11E-06
190,5.9,7.11E-06
190,5.8,7.11E-06
190,5.8,7.11E-06
190,6,7.11E-06
190,6.1,7.11E-06
190,5.9,7.11E-06
190,5.7,7.11E-06
190,5.9,7.11E-06
190,6.1,7.11E-06
190,5.8,7.11E-06
190,5.3,7.11E-06
180,5.8,7.11E-06
190,5.5,7.11E-06
180,6.2,7.11E-06
180,6.1,7.11E-06
180,5.9,7.11E-06
190,5.9,7.11E-06
190,5.9,7.11E-06
190,6.1,7.11E-06
190,6.1,7.11E-06
190,6.2,7.11E-06
180,6,7.11E-06
180,5.8,7.11E-06
190,6.1,7.11E-06
190,6.7,7.11E-06
180,6.5,7.11E-06
180,6.3,7.11E-06
180,6.9,7.11E-06
190,6.7,7.11E-06
180,6.3,7.11E-06
180,6.1,7.11E-06
180,6.1,7.11E-06
180,6.4,7.11E-06
180,6.3,7.11E-06
180,6.4,7.11E-06
180,6.7,7.11E-06
180,6.1,7.11E-06
180,5.5,7.11E-06
170,5.4,7.11E-06
180,5.2,7.11E-06
180,5.6,7.11E-06
180,4.9,7.11E-06
180,5,7.11E-06
180,4.7,7.11E-06
170,4.4,7.11E-06
180,5.8,7.11E-06
180,6.1,7.11E-06
180,6,7.11E-06
180,5.7,7.11E-06
190,6.1,7.11E-06
190,6.1,7.11E-06
190,5.9,7.11E-06
190,6,7.11E-06
190,4.9,7.11E-06
190,6.1,7.11E-06
190,6.6,7.11E-06
200,6.6,7.11E-06
200,6.7,7.11E-06
190,6,7.11E-06
190,6,7.11E-06
190,5.9,7.11E-06
180,5.8,7.11E-06
190,5,7.11E-06
190,5.4,7.11E-06
190,5.7,7.11E-06
210,5.1,7.11E-06
210,4.8,7.11E-06
210,4.4,7.11E-06
210,3.3,7.11E-06
200,3.5,7.11E-06
200,3.3,7.11E-06
200,2.6,7.11E-06
180,2.8,7.11E-06
200,2.3,7.11E-06
190,2.2,7.11E-06
180,2.4,7.11E-06
190,2.5,7.11E-06
190,2.2,7.11E-06
180,1.7,7.11E-06
190,1.6,7.11E-06
190,2.4,7.11E-06
170,2.6,7.11E-06
170,2.8,7.11E-06
180,4.7,7.11E-06
180,4.7,7.11E-06
180,5.1,7.11E-06
190,4.5,7.11E-06
190,4.7,7.11E-06
180,4.9,7.11E-06
180,4.9,7.11E-06
180,5,7.11E-06
180,5,7.11E-06
180,5,7.11E-06
180,5.2,7.11E-06
180,5.6,7.11E-06
180,5.3,7.11E-06
190,4.3,7.11E-06
190,4.5,7.11E-06
200,4.7,7.11E-06
200,4.8,7.11E-06
200,4.9,7.11E-06
200,4.9,7.11E-06
200,4.9,7.11E-06
200,5.3,7.11E-06
200,5.2,7.11E-06
200,5.6,7.11E-06
190,5.9,7.11E-06
200,5.7,7.11E-06
190,5.8,7.11E-06
200,5.8,7.11E-06
200,5.4,7.11E-06
200,5.6,7.11E-06
200,6,7.11E-06
200,6.1,7.11E-06
200,6.1,7.11E-06
210,6.6,7.11E-06
210,6.5,7.11E-06
210,6.3,7.11E-06
210,6.3,7.11E-06
210,6.6,7.11E-06
210,6.7,7.11E-06
210,6.8,7.11E-06
210,6.4,7.11E-06
210,6.5,7.11E-06
210,6.7,7.11E-06
210,6.5,7.11E-06
220,6.6,7.11E-06
210,6.2,7.11E-06
210,6.2,7.11E-06
220,6.2,7.11E-06
230,6.4,7.11E-06
230,6.9,7.11E-06
230,6.6,7.11E-06
230,6.4,7.11E-06
230,6.8,7.11E-06
230,6.4,7.11E-06
230,6.4,7.11E-06
230,6.1,7.11E-06
230,6.6,7.11E-06
220,6.5,7.11E-06
230,6.6,7.11E-06
230,6.5,7.11E-06
230,6.5,7.11E-06
230,6.2,7.11E-06
230,6.3,7.11E-06
230,6.4,7.11E-06
220,5.8,7.11E-06
230,5.9,7.11E-06
230,5.6,7.11E-06
230,5.8,7.11E-06
240,5.2,7.11E-06
240,5.2,7.11E-06
240,4.8,7.11E-06
230,5.5,7.11E-06
230,5.1,7.11E-06
240,5.2,7.11E-06
240,5.2,7.11E-06
240,5,7.11E-06
240,4.7,7.11E-06
240,4.8,7.11E-06
250,4.3,7.11E-06
240,3.6,7.11E-06
240,3.9,7.11E-06
240,4,7.11E-06
250,3.4,7.11E-06
260,3.2,7.11E-06
270,4.3,7.11E-06
270,3.6,7.11E-06
270,3.6,7.11E-06
270,3.9,7.11E-06
270,4,7.11E-06
270,3.7,7.11E-06
280,3.5,7.11E-06
270,3.5,7.11E-06
270,4,7.11E-06
260,4.1,7.11E-06
260,3.4,7.11E-06
260,3.1,7.11E-06
240,3.6,7.11E-06
240,3.6,7.11E-06
240,3.5,7.11E-06
240,4.1,7.11E-06
240,4.3,7.11E-06
250,3.8,7.11E-06
250,3.7,7.11E-06
250,3.4,7.11E-06
240,3.7,7.11E-06
240,3.5,7.11E-06
250,3.4,7.11E-06
250,2.8,7.11E-06
240,2.7,7.11E-06
240,2.7,7.11E-06
240,2.5,7.11E-06
240,2.6,7.11E-06
230,2.3,7.11E-06
230,2.3,7.11E-06
240,1.9,7.11E-06
230,1.7,7.11E-06
210,1.3,7.11E-06
220,1.6,7.11E-06
210,1.9,7.11E-06
210,2.3,7.11E-06
200,2.5,7.11E-06
200,2.6,7.11E-06
200,3.4,7.11E-06
200,4.1,7.11E-06
200,4.3,7.11E-06
200,4.5,7.11E-06
200,4.9,7.11E-06
200,5.3,7.11E-06
200,5.2,7.11E-06
210,4.9,7.11E-06
210,4.6,7.11E-06
210,4.5,7.11E-06
210,4.5,7.11E-06
210,4.7,7.11E-06
210,4.8,7.11E-06
210,5,7.11E-06
210,5,7.11E-06
210,5.4,7.11E-06
210,5.5,7.11E-06
210,5.5,7.11E-06
210,5.6,7.11E-06
210,5.9,7.11E-06
210,5.8,7.11E-06
210,6.2,7.11E-06
210,5.9,7.11E-06
210,6.2,7.11E-06
210,6.1,7.11E-06
210,5.6,7.11E-06
210,5.5,7.11E-06
210,5.9,7.11E-06
210,6,7.11E-06
210,6,7.11E-06
210,5.8,7.11E-06
210,6.1,7.11E-06
210,6.4,7.11E-06
210,6.4,7.11E-06
210,6.5,7.11E-06
210,6.7,7.11E-06
210,7.1,7.11E-06
210,7.3,7.11E-06
210,7.4,7.11E-06
210,7.2,7.11E-06
210,7.2,7.11E-06
210,6.7,7.11E-06
210,6.6,7.11E-06
210,6.6,7.11E-06
210,6.3,7.11E-06
220,6.4,7.11E-06
210,6.7,7.11E-06
210,6.6,7.11E-06
210,6.3,7.11E-06
220,5.8,7.11E-06
210,6,7.11E-06
210,6.1,7.11E-06
220,6.1,7.11E-06
220,6.1,7.11E-06
220,6.1,7.11E-06
220,5.8,7.11E-06
220,5.9,7.11E-06
220,6.1,7.11E-06
220,6.4,7.11E-06
220,6,7.11E-06
220,5.9,7.11E-06
220,5.6,7.11E-06
230,5.6,7.11E-06
230,5.5,7.11E-06
230,5.3,7.11E-06
230,5.3,7.11E-06
230,5.4,7.11E-06
230,5.5,7.11E-06
230,5.6,7.11E-06
230,5.5,7.11E-06
230,5.7,7.11E-06
230,6.2,7.11E-06
230,6,7.11E-06
230,6.3,7.11E-06
230,6.4,7.11E-06
230,6.2,7.11E-06
230,6.3,7.11E-06
230,5.9,7.11E-06
230,5.8,7.11E-06
240,5.8,7.11E-06
240,5.6,7.11E-06
240,6.1,7.11E-06
240,6.1,7.11E-06
240,6,7.11E-06
250,6,7.11E-06
250,5.5,7.11E-06
260,5.2,7.11E-06
260,5.1,7.11E-06
260,5,7.11E-06
250,5.1,7.11E-06
260,4.5,7.11E-06
260,4.7,7.11E-06
270,4.2,7.11E-06
260,4.3,7.11E-06
260,4.6,7.11E-06
270,4.5,7.11E-06
270,4.6,7.11E-06
280,4.8,7.11E-06
280,5.3,7.11E-06
270,5.4,7.11E-06
270,5,7.11E-06
260,5.1,7.11E-06
270,5.3,7.11E-06
260,5.2,7.11E-06
260,5.1,7.11E-06
270,5.2,7.11E-06
270,5.4,7.11E-06
280,5.5,7.11E-06
270,5.2,7.11E-06
260,5.4,7.11E-06
270,5.4,7.11E-06
280,5.5,7.11E-06
280,5.7,7.11E-06
280,5.6,7.11E-06
290,6,7.11E-06
280,6.1,7.11E-06
280,5.9,7.11E-06
270,6,7.11E-06
270,5.9,7.11E-06
260,6,7.11E-06
250,5.8,7.11E-06
240,5.9,7.11E-06
240,6.2,7.11E-06
250,6.1,7.11E-06
240,6.2,7.11E-06
250,6,7.11E-06
240,6.2,7.11E-06
240,6.6,7.11E-06
240,6.8,7.11E-06
240,6.7,7.11E-06
240,6.1,7.11E-06
240,5.6,7.11E-06
240,5.8,7.11E-06
230,5.9,7.11E-06
230,6.2,7.11E-06
230,6.4,7.11E-06
220,6.5,7.11E-06
220,6.1,7.11E-06
220,6.4,7.11E-06
220,6.3,7.11E-06
210,7.1,7.11E-06
210,6.3,7.11E-06
210,5.9,7.11E-06
210,6.6,7.11E-06
220,6.2,7.11E-06
220,6.1,7.11E-06
220,6.1,7.11E-06
220,6.8,7.11E-06
220,7,7.11E-06
220,7.1,7.11E-06
220,6.1,7.11E-06
220,6.8,7.11E-06
220,6.9,7.11E-06
220,6.8,7.11E-06
220,6.6,7.11E-06
230,6.5,7.11E-06
230,6.2,7.11E-06
220,6.4,7.11E-06
230,6.5,7.11E-06
220,6.7,7.11E-06
230,6.6,7.11E-06
230,6.4,7.11E-06
230,6.4,7.11E-06
230,6.5,7.11E-06
230,6.5,7.11E-06
230,6.2,7.11E-06
230,6,7.11E-06
230,6,7.11E-06
230,6.1,7.11E-06
220,6.2,7.11E-06
220,6.2,7.11E-06
220,6.6,7.11E-06
230,6.5,7.11E-06
220,6.7,7.11E-06
220,6.8,7.11E-06
220,6.7,7.11E-06
220,6.4,7.11E-06
220,6.4,7.11E-06
220,6.4,7.11E-06
220,6.6,7.11E-06
220,6.4,7.11E-06
220,6.4,7.11E-06
220,6.3,7.11E-06
220,6.2,7.11E-06
220,6.5,7.11E-06
220,6.7,7.11E-06
220,6.5,7.11E-06
220,6.7,7.11E-06
220,6.6,7.11E-06
220,6.5,7.11E-06
220,6.3,7.11E-06
220,6.6,7.11E-06
220,6.6,7.11E-06
210,6.8,7.11E-06
220,6.7,7.11E-06
220,6.6,7.11E-06
220,6.7,7.11E-06
220,6.3,7.11E-06
220,6.7,7.11E-06
230,6.4,7.11E-06
230,6.7,7.11E-06
220,6.8,7.11E-06
220,6.8,7.11E-06
220,6.6,7.11E-06
220,6.3,7.11E-06
220,6.3,7.11E-06
220,6.7,7.11E-06
220,7.3,7.11E-06
220,7.3,7.11E-06
220,7.4,7.11E-06
220,7.6,7.11E-06
220,7.9,7.11E-06
220,7.7,7.11E-06
220,7.5,7.11E-06
220,7.6,7.11E-06
220,7.3,7.11E-06
220,7.4,7.11E-06
220,7.2,7.11E-06
220,6.6,7.11E-06
220,6.8,7.11E-06
220,6.7,7.11E-06
220,6.7,7.11E-06
220,6.8,7.11E-06
220,7.1,7.11E-06
220,6.8,7.11E-06
220,7.1,7.11E-06
220,7.2,7.11E-06
220,7,7.11E-06
220,7.3,7.11E-06
220,7.4,7.11E-06
220,6.9,7.11E-06
220,7.2,7.11E-06
220,6.9,7.11E-06
220,7.4,7.11E-06
230,7.5,7.11E-06
230,7.4,7.11E-06
230,7.2,7.11E-06
230,7.2,7.11E-06
240,7.6,7.11E-06
240,7.6,7.11E-06
240,7.8,7.11E-06
240,7.6,7.11E-06
240,7.4,7.11E-06
240,7.3,7.11E-06
240,7.1,7.11E-06
240,7.5,7.11E-06
240,7,7.11E-06
240,6.6,7.11E-06
240,6.5,7.11E-06
240,6.3,7.11E-06
240,6,7.11E-06
240,5.9,7.11E-06
250,5.8,7.11E-06
250,5,7.11E-06
250,4.8,7.11E-06
250,4.7,7.11E-06
250,4.7,7.11E-06
250,5.4,7.11E-06
250,5.2,7.11E-06
250,5.2,7.11E-06
260,4.8,7.11E-06
260,4.2,7.11E-06
260,4.1,7.11E-06
250,3.9,7.11E-06
260,3.8,7.11E-06
260,3.7,7.11E-06
260,3.7,7.11E-06
250,3.5,7.11E-06
250,3.5,7.11E-06
250,3.8,7.11E-06
240,4,7.11E-06
250,4.1,7.11E-06
230,4.4,7.11E-06
230,4.6,7.11E-06
230,4.4,7.11E-06
230,4.6,7.11E-06
220,4.7,7.11E-06
220,4.8,7.11E-06
220,5,7.11E-06
220,5.2,7.11E-06
220,5.3,7.11E-06
210,5.5,7.11E-06
210,5.3,7.11E-06
210,5.2,7.11E-06
210,5.3,7.11E-06
210,5.6,7.11E-06
210,5.4,7.11E-06
210,5.4,7.11E-06
210,5.4,7.11E-06
210,5.5,7.11E-06
200,5.5,7.11E-06
200,5.1,7.11E-06
210,5.6,7.11E-06
210,5.7,7.11E-06
210,5.6,7.11E-06
210,5.5,7.11E-06
210,5.5,7.11E-06
200,5.5,7.11E-06
200,5.4,7.11E-06
200,5.7,7.11E-06
200,5.5,7.11E-06
200,5.5,7.11E-06
200,5.6,7.11E-06
200,5.9,7.11E-06
200,6.2,7.11E-06
200,6.2,7.11E-06
200,6.4,7.11E-06
200,6.5,7.11E-06
200,7.3,7.11E-06
200,7.3,7.11E-06
200,7.3,7.11E-06
200,6.7,7.11E-06
200,6.8,7.11E-06
