0,5.41537078,84907.95432
0,5.282002257,85541.48651
0,5.116035011,86947.89679
0,5.85873335,82324.75261
0,5.14546665,85796.26843
0,5.558590844,84823.44034
0,5.313868775,86742.97977
0,4.824524578,88506.07254
0,5.369455946,86727.66684
0,5.388493527,83068.6429
0,4.954194183,87085.874
0,4.831299928,87058.46685
0,4.635646547,85163.34403
0,4.983040452,85850.1989
0,4.919955233,85071.64335
0,6.225044959,83570.29814
0,5.875065773,84280.65123
0,5.61049706,87761.74316
0,5.216874115,84323.3698
0,5.004421576,82039.7662
0,5.260388335,84406.58884
0,5.032659025,84536.06148
0,5.565924864,87435.81227
0,5.306939355,85080.46994
0,5.513450287,86541.08097
0,5.215313117,86793.12396
0,5.191154869,86995.40675
0,5.49293927,84993.43231
0,5.283145164,83152.19601
0,4.711282889,86027.56105
0,5.584720151,85136.40049
0,5.116197371,84795.52743
0,5.287871544,83073.06124
0,5.047563436,86885.06009
0,5.116367692,85561.58983
0,4.824252761,87431.55639
0,5.214156135,84176.69447
0,5.22721303,85118.89754
0,5.776738945,84055.87205
0,6.182496212,84055.28493
0,5.911961012,81924.55714
0,5.383933738,84681.307
0,5.102106596,84045.84585
0,5.097624273,88183.06864
0,5.553001884,83206.46605
0,5.44387253,85652.27434
0,5.350660756,85089.09918
0,5.974305888,87191.51857
0,5.15604826,83061.09661
0,5.766178211,83243.49711
0,4.992495557,83614.70036
0,5.333701278,83502.3928
0,5.084897136,82018.91378
0,5.247451501,84512.70998
0,5.514319324,82861.66967
0,5.466460702,84805.38916
0,5.445610866,83976.88906
0,5.467951794,86843.99717
0,5.028548013,83819.26509
0,5.23561411,84419.50991
0,5.580654534,85617.92608
0,5.311606766,82309.63847
0,5.082819211,86737.38673
0,4.909590282,85359.37734
0,4.402387747,86916.95953
0,5.199077626,85115.39433
0,4.686339997,85627.70784
0,5.524299235,82882.54145
0,5.593677201,84296.27443
0,5.493327365,84763.52527
0,4.509300378,86234.93586
0,4.965495551,86424.48109
0,5.136563376,86718.3191
0,5.274421832,85826.17871
0,5.253206378,85414.82256
0,4.973661884,86294.49951
0,5.255188719,86946.79521
0,5.295517387,81515.19081
0,5.623475641,87068.19842
0,5.599708042,83804.18555
0,5.474641653,87667.77909
0,4.897384235,84533.86383
0,5.341462089,85247.1139
0,5.551101506,82963.42152
0,4.374408769,85005.84455
0,4.96734466,84242.34511
0,5.208941263,85886.87641
0,4.720720377,84099.5741
0,4.92035134,86091.66278
0,5.022428161,86127.86481
0,4.572626046,85811.77726
0,5.043872479,84295.83729
0,6.106781962,85229.64877
0,5.455487308,85710.33887
0,5.073528212,86069.06955
0,5.810531923,86526.51927
0,5.382071505,87514.68988
0,5.122824091,84254.07531
0,5.65981499,85736.64464
0,4.706796148,85295.40425
4,5.308074308,83689.88058
4,5.606995637,84195.6796
4,5.673066076,85093.06012
4,5.291818081,88147.47304
4,5.515790655,81825.13076
4,5.078896842,86930.80235
4,5.300260494,86518.23005
4,6.091334166,85589.4049
4,5.56369722,81397.53362
4,5.672326608,85581.54592
4,5.607861776,84359.37933
4,5.137693238,83776.76652
4,4.842756799,87763.24674
4,5.136700392,84486.7144
4,5.665858042,85766.54702
4,4.908658728,85299.65519
4,5.501227144,84221.44083
4,5.341148685,82471.74203
4,5.288609329,85395.59169
4,7.3543012,85504.52652
4,5.443190169,85357.60448
4,5.099024548,84723.56648
4,4.742870734,87129.19412
4,5.143478411,87143.0698
4,6.20593912,83596.49891
4,5.427450614,85113.73645
4,5.412565853,83866.96734
4,5.442823592,86187.24931
4,5.117794725,86515.59666
4,5.101207761,85142.21422
4,5.201763312,85649.49333
4,5.507229542,83657.69941
4,4.29816932,86978.10948
4,5.427368414,84771.69568
4,6.151494031,82476.61865
4,5.591124029,82558.37402
4,5.138082886,85307.41882
4,4.686339997,85627.70784
4,5.167243497,84817.58156
4,5.335954673,84987.47128
4,5.591986353,85315.75776
4,5.278467448,83470.40161
